,UMLS_CUI,synonyms,root
911,C0277730,"Sexual assault victim,Victim of sexual aggression,Victim of sexual aggression (finding)",Victim of sexual aggression
912,C0023066,"Laryngeal spasm,Laryngeal spasm,Laryngeal spasm (disorder),Laryngismus,Laryngismus (finding),Laryngismus (stridulus),Laryngospasm",Laryngismus
913,C0700590,"Diaphoresis,Diaphoresis,Excessive sweating,Excessive sweating,Excessive sweating (finding),Profuse sweating,Sweating profusely",Excessive sweating
914,C0426636,"Defaecation urgency,Defecation urgency,Fecal urgency,Fecal urgency,Precipitancy of defaecation,Precipitancy of defecation,Urgent desire for stool,Urgent desire for stool (finding)",Urgent desire for stool
915,C0424641,"Decrease in height,Decrease in height (finding),Loss of height",Decrease in height
916,C0473389,"False premature labor,False premature labour,Threatened premature labor - not delivered,Threatened premature labor - not delivered (finding),Threatened premature labour - not delivered",Threatened premature labor - not delivered
917,C0560024,"Swelling of eyelid,Swelling of eyelid (finding)",Swelling of eyelid
918,C0149715,"HVS - Hyperventilation syndrome,Hyperventilation syndrome,Psychogenic hyperventilation,Psychogenic hyperventilation (finding),Psychogenic overbreathing",Psychogenic hyperventilation
919,C1578545,"Unprotected coitus,Unprotected intercourse,Unprotected sexual intercourse,Unprotected sexual intercourse (finding)",Unprotected sexual intercourse
920,C0556281,"Fine motor impairment,Fine motor impairment (finding)",Fine motor impairment
921,C0238738,"Muscle spasm of back,Spasm of back muscles,Spasm of back muscles (finding)",Spasm of back muscles
922,C0520962,"Localised pain,Localized pain,Localized pain (finding)",Localized pain
923,C2922974,"Polypharmacy,Polypharmacy (finding)",Polypharmacy
924,C0232698,"Abnormal defaecation,Abnormal defecation,Abnormal defecation (finding)",Abnormal defecation
925,C0438142,"Abnormal urinalysis,Abnormal urinalysis (finding),Urinalysis = abnormal,Urine screening abnormal,Urine screening abnormal (finding)",Urine screening abnormal
926,C0436449,"Mammography normal,Mammography normal (finding)",Mammography normal
927,C0580094,"School difficulties,School problem,School problem (finding)",School problem
928,C0425295,"Light cigarette smoker (1-9 cigs/day),Light cigarette smoker (1-9 cigs/day) (finding)",Light cigarette smoker (1-9 cigs/day)
929,C0232849,"Bladder pain,Bladder pain (finding),Urinary bladder pain,Vesical pain",Bladder pain
930,C0575503,"Pain of sternum,Pain of sternum (finding)",Pain of sternum
931,C1844820,"Hypermobility of joint,Range of joint movement increased,Range of joint movement increased (finding)",Range of joint movement increased
932,C0574953,"Foot joint active,Foot joint inflamed,Foot joint inflamed (finding)",Foot joint inflamed
933,C0239954,"Deformity of hip joint,Deformity of hip joint (finding)",Deformity of hip joint
934,C0151611,"Abnormal electroencephalogram [EEG],EEG abnormal,Electroencephalogram abnormal,Electroencephalogram abnormal (finding)",Electroencephalogram abnormal
935,C0575695,"Elbow joint instability,Elbow joint unstable,Elbow joint unstable (finding)",Elbow joint unstable
936,C0577215,"Lesion of testis,Lesion of testis (finding)",Lesion of testis
937,C4551520,"Cerebellar tremor,Intention tremor,Intention tremor,Intention tremor (finding),Volitional tremor",Intention tremor
938,C0231613,"Occipital headache,Occipital headache (finding)",Occipital headache
939,C0585013,"Old healed fracture of bone,Old healed fracture of bone (finding)",Old healed fracture of bone
940,C0577659,"Axillary pain,Pain in axilla,Pain in axilla (finding)",Pain in axilla
941,C0582208,"Decreased range of knee movement,Decreased range of knee movement (finding)",Decreased range of knee movement
942,C0577903,"Lesion of vocal cord,Lesion of vocal cord (finding)",Lesion of vocal cord
943,C0577887,"Nasal sinus problem,Nasal sinus problem (finding)",Nasal sinus problem
944,C0008489,"Chorea,Chorea (finding),Chorea NOS,Choreic movement,Choreiform movement",Chorea
945,C0428033,"Hepatitis B immune,Hepatitis B immune (finding)",Hepatitis B immune
946,C0032968,"Teenage pregnancy,Teenage pregnancy (finding)",Teenage pregnancy
947,C0403668,"PMD - Post-micturition dribbling,Post-micturition dribbling,Post-micturition incontinence,Post-micturition incontinence (finding)",Post-micturition incontinence
948,C0206064,"Cardiac syndrome X,Cardiac syndrome X (finding),Chest pain with normal coronary angiography",Cardiac syndrome X
949,C0424593,"Attacks of weakness,Attacks of weakness (finding)",Attacks of weakness
950,C0424853,"Lump on finger,Lump on finger (finding),Mass of finger",Lump on finger
951,C0008301,"Choking,Choking (finding)",Choking
952,C0020505,"Excessive eating,Excessive eating,Excessive eating - polyphagia,Excessive eating - polyphagia (finding),Excessive oral food intake,Gluttony,Hyperalimentation NOS,Hyperphagia,Overeating,Overeating (finding),Overeats,Polyphagia,Polyphagia",Excessive eating - polyphagia
953,C0234379,"Resting tremor,Resting tremor (finding)",Resting tremor
954,C0239957,"Hip stiff,Hip stiff (finding)",Hip stiff
955,C0240129,"Knee stiff,Knee stiff (finding)",Knee stiff
956,C0241057,"Burning sensation of skin,Burning sensation of skin (finding)",Sensation of burning of skin
957,C0314719,"Dry eyes,Dry eyes (finding)",Dry eye
958,C0270736,"Essential tremor,Essential tremor,Essential tremor (disorder)",Essential tremor
959,C0393615,"Familial tremor,Hereditary essential tremor,Hereditary essential tremor (disorder)",Benign familial tremor
960,C0423004,"Hyperaemia of surface of eye,Hyperemia of surface of eye,Injection of surface of eye,Injection of surface of eye (finding)",Injection of surface of eye
961,C0544755,"Bandy legged,Bow leg,Bow legged,Bow legs,Genu varum,Genu varus,Knee joint varus deformity,Knee joint varus deformity (finding)",Bowing of leg
962,C0423661,"Arthralgia of the lower leg,Arthralgia of the lower leg (finding)",Arthralgia of the lower leg
963,C0581394,"Swelling of lower limb,Swelling of lower limb (finding)",Swollen legs
964,C0438215,"Laboratory finding abnormal,Laboratory finding abnormal (navigational concept),Laboratory test result abnormal,Laboratory test result abnormal (situation)",Laboratory finding abnormal (navigationa
965,C0546884,"Depletion of volume of plasma AND/OR extracellular fluid,Fluid depletion,Fluid volume deficit,Fluid volume depletion,Hypovolaemia,Hypovolemia,Hypovolemia,Hypovolemia (disorder),Sodium and water depletion,Volume depletion,Volume depletion,Volume depletion, unspecified",Fluid volume deficit
966,C0011570,"Depression NOS,Monopolar depression NOS",Depression
967,C0017650,"Globus hystericus,Globus hystericus (finding),Globus pharyngeus,Globus syndrome,Idiopathic globus",Globus hystericus
968,C0332563,"Papula,Papulae,Papule,Papule,Papule (finding),Papule (morphologic abnormality)",Papule
969,C2919460,Pain in ankle and joints of foot,Joint pain in ankle and foot
970,C0264156,"Acquired unequal leg length,Acquired unequal leg length (disorder)",Acquired unequal leg length
971,C0005858,Bloodshot eye,Bloodshot eye
972,C0156408,Excessive bleeding in the premenopausal period,Premenopausal menorrhagia
973,C0232534,"Globus sensation,Globus sensation (finding)",Globus sensation
